"","location","continent","date","people_fully_vaccinated","people_fully_vaccinated_per_hundred","new_cases","new_deaths","new_deaths_per_million"
"21380","Lithuania","Europe",2021-11-28,1777500,66.08,1292,20,7.435
"21381","Lithuania","Europe",2021-11-29,1780316,66.19,594,27,10.038
"21382","Lithuania","Europe",2021-11-30,1783123,66.29,1804,18,6.692
"21383","Lithuania","Europe",2021-12-01,1785532,66.38,1941,22,8.179
"21384","Lithuania","Europe",2021-12-02,1788289,66.48,1945,29,10.781
"21385","Lithuania","Europe",2021-12-03,1791442,66.6,2170,17,6.32
"21386","Lithuania","Europe",2021-12-04,1791979,66.62,1960,20,7.435
"21387","Lithuania","Europe",2021-12-05,1792176,66.63,1525,22,8.179
"21388","Lithuania","Europe",2021-12-06,1794826,66.73,471,15,5.576
"21389","Lithuania","Europe",2021-12-07,1797168,66.81,2148,24,8.922
"21390","Lithuania","Europe",2021-12-08,1799382,66.89,2079,15,5.576
"21391","Lithuania","Europe",2021-12-09,1801803,66.98,1687,19,7.064
"21392","Lithuania","Europe",2021-12-10,1804506,67.09,1729,13,4.833
"21393","Lithuania","Europe",2021-12-11,1804907,67.1,1720,23,8.551
"21394","Lithuania","Europe",2021-12-12,1805045,67.11,1449,18,6.692
"21395","Lithuania","Europe",2021-12-13,1807251,67.19,831,15,5.576
"21396","Lithuania","Europe",2021-12-14,1809098,67.26,1518,32,11.897
"21397","Lithuania","Europe",2021-12-15,1810971,67.33,2215,18,6.692
"21398","Lithuania","Europe",2021-12-16,1813233,67.41,1957,20,7.435
"21399","Lithuania","Europe",2021-12-17,1815728,67.5,1619,10,3.718
"21400","Lithuania","Europe",2021-12-18,1816120,67.52,1724,28,10.409
"21401","Lithuania","Europe",2021-12-19,1816272,67.52,1359,22,8.179
"21402","Lithuania","Europe",2021-12-20,1818586,67.61,624,24,8.922
"21403","Lithuania","Europe",2021-12-21,1820535,67.68,1453,26,9.666
"21404","Lithuania","Europe",2021-12-22,1822428,67.75,1722,31,11.525
"21405","Lithuania","Europe",2021-12-23,1824216,67.82,1772,23,8.551
"21406","Lithuania","Europe",2021-12-24,1824228,67.82,1581,26,9.666
"21407","Lithuania","Europe",2021-12-26,1824266,67.82,828,22,8.179
"21408","Lithuania","Europe",2021-12-27,1826754,67.91,651,17,6.32
"21409","Lithuania","Europe",2021-12-28,1828312,67.97,1599,24,8.922
"21410","Lithuania","Europe",2021-12-29,1830028,68.03,2062,22,8.179
"21411","Lithuania","Europe",2021-12-30,1831439,68.09,1763,23,8.551
"21412","Lithuania","Europe",2021-12-31,1832173,68.11,1942,14,5.205
"21413","Lithuania","Europe",2022-01-02,1832177,68.11,1192,17,6.32
"21414","Lithuania","Europe",2022-01-03,1833812,68.17,1244,19,7.064
"21415","Lithuania","Europe",2022-01-04,1835246,68.23,2315,23,8.551
"21416","Lithuania","Europe",2022-01-05,1836997,68.29,3097,13,4.833
"21417","Lithuania","Europe",2022-01-06,1839069,68.37,3267,18,6.692
"21418","Lithuania","Europe",2022-01-07,1841494,68.46,3598,11,4.089
"21419","Lithuania","Europe",2022-01-08,1842208,68.49,3366,20,7.435
"21420","Lithuania","Europe",2022-01-09,1842533,68.5,2533,19,7.064
"21421","Lithuania","Europe",2022-01-10,1844245,68.56,1938,11,4.089
"21422","Lithuania","Europe",2022-01-11,1845612,68.61,2778,11,4.089
"21423","Lithuania","Europe",2022-01-12,1846972,68.66,4923,25,9.294
"21424","Lithuania","Europe",2022-01-13,1848292,68.71,4028,13,4.833
"21425","Lithuania","Europe",2022-01-14,1849222,68.75,4009,15,5.576
"21426","Lithuania","Europe",2022-01-15,1849411,68.75,4059,25,9.294
"21427","Lithuania","Europe",2022-01-16,1849466,68.76,3882,11,4.089
"21428","Lithuania","Europe",2022-01-17,1850579,68.8,2681,6,2.231
"21429","Lithuania","Europe",2022-01-18,1851775,68.84,4755,21,7.807
"21430","Lithuania","Europe",2022-01-19,1852926,68.89,6466,15,5.576
"21431","Lithuania","Europe",2022-01-20,1853988,68.93,7251,12,4.461
"21432","Lithuania","Europe",2022-01-21,1854986,68.96,6611,19,7.064
"21433","Lithuania","Europe",2022-01-22,1855115,68.97,5935,21,7.807
"21434","Lithuania","Europe",2022-01-23,1855128,68.97,6938,10,3.718
"21435","Lithuania","Europe",2022-01-24,1855988,69,3942,4,1.487
"21436","Lithuania","Europe",2022-01-25,1856884,69.03,5293,20,7.435
"21437","Lithuania","Europe",2022-01-26,1857966,69.07,10301,16,5.948
"21438","Lithuania","Europe",2022-01-27,1859060,69.11,11433,17,6.32
"21439","Lithuania","Europe",2022-01-28,1860462,69.17,11766,14,5.205
"21440","Lithuania","Europe",2022-01-29,1860688,69.17,12517,16,5.948
"21441","Lithuania","Europe",2022-01-30,1860703,69.17,9708,15,5.576
"21442","Lithuania","Europe",2022-01-31,1861427,69.2,5995,12,4.461
"21443","Lithuania","Europe",2022-02-01,1862107,69.23,9172,26,9.666
"21444","Lithuania","Europe",2022-02-02,1862822,69.25,12916,19,7.064
"21445","Lithuania","Europe",2022-02-03,1863567,69.28,12607,19,7.064
"21446","Lithuania","Europe",2022-02-04,1864440,69.31,12961,16,5.948
"21447","Lithuania","Europe",2022-02-05,1864583,69.32,12968,17,6.32
"21448","Lithuania","Europe",2022-02-06,1864594,69.32,9477,17,6.32
"21449","Lithuania","Europe",2022-02-07,1865002,69.33,6592,13,4.833
"21450","Lithuania","Europe",2022-02-08,1865382,69.35,8605,15,5.576
"21451","Lithuania","Europe",2022-02-09,1865811,69.36,11983,17,6.32
"21452","Lithuania","Europe",2022-02-10,1866251,69.38,10758,15,5.576
"21453","Lithuania","Europe",2022-02-11,1866851,69.4,9940,16,5.948
"21454","Lithuania","Europe",2022-02-12,1866913,69.41,10369,28,10.409
"21455","Lithuania","Europe",2022-02-13,1866927,69.41,8000,24,8.922
"21456","Lithuania","Europe",2022-02-14,1867276,69.42,4270,20,7.435
"21457","Lithuania","Europe",2022-02-15,1867634,69.43,6710,38,14.127
"21458","Lithuania","Europe",2022-02-16,1867634,69.43,8562,28,10.409
"21459","Lithuania","Europe",2022-02-17,1868146,69.45,6874,10,3.718
"21460","Lithuania","Europe",2022-02-18,1868693,69.47,5716,9,3.346
"21461","Lithuania","Europe",2022-02-19,1868745,69.47,8368,17,6.32
"21462","Lithuania","Europe",2022-02-20,1868756,69.47,5688,15,5.576
"21463","Lithuania","Europe",2022-02-21,1868998,69.48,3510,16,5.948
"21464","Lithuania","Europe",2022-02-22,1869208,69.49,5899,26,9.666
"21465","Lithuania","Europe",2022-02-23,1869430,69.5,7913,23,8.551
"21466","Lithuania","Europe",2022-02-24,1869687,69.51,6492,20,7.435
"21467","Lithuania","Europe",2022-02-25,1870011,69.52,5675,32,11.897
"21468","Lithuania","Europe",2022-02-26,1870040,69.52,5372,19,7.064
"21469","Lithuania","Europe",2022-02-27,1870049,69.52,3609,23,8.551
"21470","Lithuania","Europe",2022-02-28,1870203,69.53,2035,11,4.089
"21471","Lithuania","Europe",2022-03-02,1870458,69.54,6079,21,7.807
"21472","Lithuania","Europe",2022-03-03,1870588,69.54,5346,66,24.537
"21473","Lithuania","Europe",2022-03-05,1870823,69.55,4802,22,8.179
"21474","Lithuania","Europe",2022-03-06,1870830,69.55,3212,9,3.346
"21475","Lithuania","Europe",2022-03-07,1870955,69.56,2404,16,5.948
"21476","Lithuania","Europe",2022-03-08,1871050,69.56,4740,20,7.435
"21477","Lithuania","Europe",2022-03-09,1871145,69.56,6000,14,5.205
"21478","Lithuania","Europe",2022-03-10,1871328,69.57,5634,37,13.755
"21479","Lithuania","Europe",2022-03-11,1871329,69.57,5578,8,2.974
"21480","Lithuania","Europe",2022-03-12,1871337,69.57,3125,17,6.32
"21481","Lithuania","Europe",2022-03-13,1871345,69.57,2636,10,3.718
"21482","Lithuania","Europe",2022-03-14,1871500,69.58,2187,8,2.974
"21483","Lithuania","Europe",2022-03-15,1871601,69.58,4595,17,6.32
"21484","Lithuania","Europe",2022-03-16,1871691,69.58,0,0,0
"21485","Lithuania","Europe",2022-03-17,1871795,69.59,11608,33,12.268
"21486","Lithuania","Europe",2022-03-18,1871940,69.59,4649,12,4.461
"21487","Lithuania","Europe",2022-03-19,1871949,69.59,4450,12,4.461
"21488","Lithuania","Europe",2022-03-20,1871957,69.59,2671,12,4.461
"21489","Lithuania","Europe",2022-03-21,1872034,69.6,1852,8,2.974
"21490","Lithuania","Europe",2022-03-22,1872113,69.6,3737,15,5.576
"21491","Lithuania","Europe",2022-03-23,1872191,69.6,4675,18,6.692
"21492","Lithuania","Europe",2022-03-24,1872265,69.6,3965,19,7.064
"21493","Lithuania","Europe",2022-03-25,1872398,69.61,3426,16,5.948
"21494","Lithuania","Europe",2022-03-26,1872407,69.61,3252,13,4.833
"21495","Lithuania","Europe",2022-03-27,1872413,69.61,2002,1,0.372
"21496","Lithuania","Europe",2022-03-28,1872503,69.61,1107,23,8.551
"21497","Lithuania","Europe",2022-03-29,1872581,69.62,2641,17,6.32
"21498","Lithuania","Europe",2022-03-30,1872679,69.62,3203,8,2.974
"21499","Lithuania","Europe",2022-03-31,1872789,69.62,2878,10,3.718
"21500","Lithuania","Europe",2022-04-01,1872870,69.63,2593,12,4.461
"21501","Lithuania","Europe",2022-04-02,1872873,69.63,1994,11,4.089
"21502","Lithuania","Europe",2022-04-03,1872879,69.63,1523,8,2.974
"21503","Lithuania","Europe",2022-04-04,1872982,69.63,790,6,2.231
"21504","Lithuania","Europe",2022-04-05,1873078,69.63,1808,12,4.461
"21505","Lithuania","Europe",2022-04-06,1873152,69.64,2251,11,4.089
"21506","Lithuania","Europe",2022-04-07,1873226,69.64,1624,8,2.974
"21507","Lithuania","Europe",2022-04-08,1873318,69.64,1540,10,3.718
"21508","Lithuania","Europe",2022-04-09,1873335,69.64,1547,7,2.602
"21509","Lithuania","Europe",2022-04-10,1873346,69.64,933,8,2.974
"21510","Lithuania","Europe",2022-04-11,1873406,69.65,674,6,2.231
"21511","Lithuania","Europe",2022-04-12,1873491,69.65,1376,7,2.602
"21512","Lithuania","Europe",2022-04-13,1873564,69.65,1593,6,2.231
"21513","Lithuania","Europe",2022-04-14,1873648,69.66,1310,9,3.346
"21514","Lithuania","Europe",2022-04-15,1873749,69.66,1168,7,2.602
"21515","Lithuania","Europe",2022-04-16,1873749,69.66,1141,7,2.602
"21516","Lithuania","Europe",2022-04-17,1873751,69.66,679,7,2.602
"21517","Lithuania","Europe",2022-04-18,1873756,69.66,414,5,1.859
"21518","Lithuania","Europe",2022-04-19,1873858,69.66,384,4,1.487
"21519","Lithuania","Europe",2022-04-20,1873942,69.67,1068,6,2.231
"21520","Lithuania","Europe",2022-04-21,1874025,69.67,1168,9,3.346
"21521","Lithuania","Europe",2022-04-22,1874142,69.67,1031,4,1.487
"21522","Lithuania","Europe",2022-04-23,1874150,69.67,727,7,2.602
"21523","Lithuania","Europe",2022-04-24,1874156,69.67,443,10,3.718
"21524","Lithuania","Europe",2022-04-25,1874215,69.68,256,9,3.346
"21525","Lithuania","Europe",2022-04-26,1874286,69.68,771,7,2.602
"21526","Lithuania","Europe",2022-04-27,1874357,69.68,850,1,0.372
"21527","Lithuania","Europe",2022-04-28,1874429,69.68,622,5,1.859
"21528","Lithuania","Europe",2022-04-29,1874537,69.69,558,5,1.859
"21529","Lithuania","Europe",2022-04-30,1874553,69.69,520,4,1.487
"21530","Lithuania","Europe",2022-05-01,1874558,69.69,236,4,1.487
"21531","Lithuania","Europe",2022-05-02,1874630,69.69,106,7,2.602
"21532","Lithuania","Europe",2022-05-03,1874708,69.7,242,3,1.115
"21533","Lithuania","Europe",2022-05-04,1874784,69.7,216,3,1.115
"21534","Lithuania","Europe",2022-05-05,1874861,69.7,190,0,0
"21535","Lithuania","Europe",2022-05-06,1874948,69.7,171,3,1.115
"21536","Lithuania","Europe",2022-05-07,1874950,69.7,204,5,1.859
"21537","Lithuania","Europe",2022-05-08,1874954,69.7,22,2,0.744
"21538","Luxembourg","Europe",2021-01-30,1681,0.26,0,0,0
"21539","Luxembourg","Europe",2021-02-01,1906,0.3,345,7,11.027
"21540","Luxembourg","Europe",2021-02-02,2329,0.37,190,2,3.151
"21541","Luxembourg","Europe",2021-02-03,2813,0.44,205,1,1.575
"21542","Luxembourg","Europe",2021-02-04,3166,0.5,202,1,1.575
"21543","Luxembourg","Europe",2021-02-05,3617,0.57,182,2,3.151
"21544","Luxembourg","Europe",2021-02-06,3693,0.58,0,0,0
"21545","Luxembourg","Europe",2021-02-08,4055,0.64,367,7,11.027
"21546","Luxembourg","Europe",2021-02-09,4431,0.7,143,3,4.726
"21547","Luxembourg","Europe",2021-02-10,4876,0.77,225,2,3.151
"21548","Luxembourg","Europe",2021-02-11,5266,0.83,145,2,3.151
"21549","Luxembourg","Europe",2021-02-12,5645,0.89,147,2,3.151
"21550","Luxembourg","Europe",2021-02-13,5645,0.89,0,0,0
"21551","Luxembourg","Europe",2021-02-15,5976,0.94,384,5,7.876
"21552","Luxembourg","Europe",2021-02-16,6301,0.99,139,1,1.575
"21553","Luxembourg","Europe",2021-02-17,6519,1.03,267,4,6.301
"21554","Luxembourg","Europe",2021-02-18,7085,1.12,233,3,4.726
"21555","Luxembourg","Europe",2021-02-19,7594,1.2,220,3,4.726
"21556","Luxembourg","Europe",2021-02-20,7727,1.22,0,0,0
"21557","Luxembourg","Europe",2021-02-22,8245,1.3,390,6,9.452
"21558","Luxembourg","Europe",2021-02-23,8867,1.4,182,1,1.575
"21559","Luxembourg","Europe",2021-02-24,9481,1.49,324,3,4.726
"21560","Luxembourg","Europe",2021-02-25,9988,1.57,193,2,3.151
"21561","Luxembourg","Europe",2021-02-26,10583,1.67,239,3,4.726
"21562","Luxembourg","Europe",2021-02-27,10706,1.69,0,0,0
"21563","Luxembourg","Europe",2021-03-01,11472,1.81,370,2,3.151
"21564","Luxembourg","Europe",2021-03-02,12000,1.89,152,2,3.151
"21565","Luxembourg","Europe",2021-03-03,12733,2.01,270,2,3.151
"21566","Luxembourg","Europe",2021-03-04,13462,2.12,208,4,6.301
"21567","Luxembourg","Europe",2021-03-05,14016,2.21,186,5,7.876
"21568","Luxembourg","Europe",2021-03-06,14132,2.23,0,0,0
"21569","Luxembourg","Europe",2021-03-08,14291,2.25,381,11,17.328
"21570","Luxembourg","Europe",2021-03-09,14442,2.27,145,5,7.876
"21571","Luxembourg","Europe",2021-03-10,14776,2.33,234,5,7.876
"21572","Luxembourg","Europe",2021-03-11,15323,2.41,265,2,3.151
"21573","Luxembourg","Europe",2021-03-12,15557,2.45,182,6,9.452
"21574","Luxembourg","Europe",2021-03-13,15581,2.45,0,0,0
"21575","Luxembourg","Europe",2021-03-15,15907,2.51,423,12,18.903
"21576","Luxembourg","Europe",2021-03-16,16483,2.6,185,4,6.301
"21577","Luxembourg","Europe",2021-03-17,16947,2.67,297,7,11.027
"21578","Luxembourg","Europe",2021-03-18,17485,2.75,266,1,1.575
"21579","Luxembourg","Europe",2021-03-19,17862,2.81,281,9,14.177
"21580","Luxembourg","Europe",2021-03-20,17889,2.82,0,0,0
"21581","Luxembourg","Europe",2021-03-22,18147,2.86,542,5,7.876
"21582","Luxembourg","Europe",2021-03-23,18709,2.95,165,7,11.027
"21583","Luxembourg","Europe",2021-03-24,19331,3.05,245,2,3.151
"21584","Luxembourg","Europe",2021-03-25,19871,3.13,298,8,12.602
"21585","Luxembourg","Europe",2021-03-26,20506,3.23,260,2,3.151
"21586","Luxembourg","Europe",2021-03-27,20736,3.27,0,0,0
"21587","Luxembourg","Europe",2021-03-29,21102,3.32,608,3,4.726
"21588","Luxembourg","Europe",2021-03-30,21695,3.42,182,2,3.151
"21589","Luxembourg","Europe",2021-03-31,22540,3.55,387,3,4.726
"21590","Luxembourg","Europe",2021-04-01,23528,3.71,239,3,4.726
"21591","Luxembourg","Europe",2021-04-02,24413,3.85,224,1,1.575
"21592","Luxembourg","Europe",2021-04-03,24835,3.91,0,0,0
"21593","Luxembourg","Europe",2021-04-05,25326,3.99,0,0,0
"21594","Luxembourg","Europe",2021-04-06,26454,4.17,520,11,17.328
"21595","Luxembourg","Europe",2021-04-07,28476,4.49,168,1,1.575
"21596","Luxembourg","Europe",2021-04-08,30941,4.87,387,0,0
"21597","Luxembourg","Europe",2021-04-09,33220,5.23,287,1,1.575
"21598","Luxembourg","Europe",2021-04-10,34298,5.4,0,0,0
"21599","Luxembourg","Europe",2021-04-12,35178,5.54,413,9,14.177
"21600","Luxembourg","Europe",2021-04-13,37870,5.97,182,5,7.876
"21601","Luxembourg","Europe",2022-04-24,461665,72.72,0,0,0
"21602","Madagascar","Africa",2021-09-20,184632,0.65,0,0,0
"21603","Madagascar","Africa",2021-10-20,184632,0.65,0,0,0
"21604","Madagascar","Africa",2021-11-18,406159,1.43,0,0,0
"21605","Madagascar","Africa",2021-11-22,425211,1.5,0,0,0
"21606","Madagascar","Africa",2021-11-29,484570,1.7,258,0,0
"21607","Madagascar","Africa",2021-12-06,541160,1.9,0,0,0
"21608","Madagascar","Africa",2022-01-05,767113,2.7,0,0,0
"21609","Madagascar","Africa",2022-02-05,926543,3.26,2115,33,1.161
"21610","Madagascar","Africa",2022-02-15,956396,3.36,0,0,0
"21611","Madagascar","Africa",2022-02-28,987960,3.48,0,0,0
"21612","Madagascar","Africa",2022-03-07,1012453,3.56,0,0,0
"21613","Madagascar","Africa",2022-03-14,1027827,3.62,0,0,0
"21614","Madagascar","Africa",2022-03-22,1050879,3.7,0,0,0
"21615","Madagascar","Africa",2022-03-31,1050879,3.7,0,0,0
"21616","Madagascar","Africa",2022-04-26,1051811,3.7,0,0,0
"21617","Madagascar","Africa",2022-05-01,1051811,3.7,0,0,0
"21618","Malawi","Africa",2021-06-06,19,0,6,1,0.051
"21619","Malawi","Africa",2021-06-07,19,0,13,0,0
"21620","Malawi","Africa",2021-06-09,2100,0.01,22,0,0
"21621","Malawi","Africa",2021-06-10,3476,0.02,15,0,0
"21622","Malawi","Africa",2021-06-11,5803,0.03,23,0,0
"21623","Malawi","Africa",2021-06-12,7611,0.04,15,1,0.051
"21624","Malawi","Africa",2021-06-14,9466,0.05,79,0,0
"21625","Malawi","Africa",2021-06-15,13786,0.07,24,3,0.153
"21626","Malawi","Africa",2021-06-16,17735,0.09,62,1,0.051
"21627","Malawi","Africa",2021-06-17,27473,0.14,52,1,0.051
"21628","Malawi","Africa",2021-06-18,33264,0.17,79,2,0.102
"21629","Malawi","Africa",2021-06-19,37412,0.19,51,2,0.102
"21630","Malawi","Africa",2021-06-21,38782,0.2,46,3,0.153
"21631","Malawi","Africa",2021-06-22,40645,0.21,82,2,0.102
"21632","Malawi","Africa",2021-06-23,41685,0.21,119,4,0.204
"21633","Malawi","Africa",2021-06-24,42393,0.22,104,1,0.051
"21634","Malawi","Africa",2021-06-25,42616,0.22,169,1,0.051
"21635","Malawi","Africa",2021-06-26,43102,0.22,166,2,0.102
"21636","Malawi","Africa",2021-06-27,43155,0.22,75,1,0.051
"21637","Malawi","Africa",2021-06-28,43165,0.22,80,5,0.254
"21638","Malawi","Africa",2021-07-27,57670,0.29,743,27,1.374
"21639","Malawi","Africa",2021-07-28,93471,0.48,629,21,1.069
"21640","Malawi","Africa",2021-07-30,133032,0.68,668,26,1.323
"21641","Malawi","Africa",2021-07-31,138134,0.7,538,21,1.069
"21642","Malawi","Africa",2021-08-01,139581,0.71,284,26,1.323
"21643","Malawi","Africa",2021-08-02,140328,0.71,356,24,1.222
"21644","Malawi","Africa",2021-08-03,142099,0.72,516,15,0.763
"21645","Malawi","Africa",2021-08-04,142282,0.72,675,29,1.476
"21646","Malawi","Africa",2021-08-05,158982,0.81,537,19,0.967
"21647","Malawi","Africa",2021-08-08,159229,0.81,221,23,1.171
"21648","Malawi","Africa",2021-08-10,192017,0.98,439,24,1.222
"21649","Malawi","Africa",2021-08-12,219249,1.12,321,24,1.222
"21650","Malawi","Africa",2021-08-14,261349,1.33,276,14,0.713
"21651","Malawi","Africa",2021-08-15,264900,1.35,187,13,0.662
"21652","Malawi","Africa",2021-08-16,265491,1.35,138,15,0.763
"21653","Malawi","Africa",2021-08-17,285505,1.45,244,15,0.763
"21654","Malawi","Africa",2021-08-18,303470,1.54,396,14,0.713
"21655","Malawi","Africa",2021-08-19,323221,1.65,187,16,0.814
"21656","Malawi","Africa",2021-08-20,340565,1.73,201,16,0.814
"21657","Malawi","Africa",2021-08-22,360616,1.84,72,15,0.763
"21658","Malawi","Africa",2021-08-23,360886,1.84,153,8,0.407
"21659","Malawi","Africa",2021-08-24,372544,1.9,163,16,0.814
"21660","Malawi","Africa",2021-08-25,382516,1.95,167,13,0.662
"21661","Malawi","Africa",2021-08-27,397700,2.02,131,19,0.967
"21662","Malawi","Africa",2021-08-29,405722,2.06,32,4,0.204
"21663","Malawi","Africa",2021-08-30,405896,2.07,41,7,0.356
"21664","Malawi","Africa",2021-08-31,410484,2.09,108,9,0.458
"21665","Malawi","Africa",2021-09-01,418255,2.13,89,8,0.407
"21666","Malawi","Africa",2021-09-03,422408,2.15,65,8,0.407
"21667","Malawi","Africa",2021-09-04,430476,2.19,75,3,0.153
"21668","Malawi","Africa",2021-09-05,431247,2.19,18,4,0.204
"21669","Malawi","Africa",2021-09-06,432188,2.2,31,7,0.356
"21670","Malawi","Africa",2021-09-07,435997,2.22,46,8,0.407
"21671","Malawi","Africa",2021-09-10,448000,2.28,57,3,0.153
"21672","Malawi","Africa",2021-09-11,450250,2.29,46,4,0.204
"21673","Malawi","Africa",2021-09-12,452402,2.3,15,2,0.102
"21674","Malawi","Africa",2021-09-13,457324,2.33,24,4,0.204
"21675","Malawi","Africa",2021-09-14,461402,2.35,34,2,0.102
"21676","Malawi","Africa",2021-09-16,466208,2.37,43,5,0.254
"21677","Malawi","Africa",2021-09-17,469604,2.39,37,1,0.051
"21678","Malawi","Africa",2021-09-18,471299,2.4,50,4,0.204
"21679","Malawi","Africa",2021-09-19,473443,2.41,26,5,0.254
"21680","Malawi","Africa",2021-09-20,474392,2.41,19,3,0.153
"21681","Malawi","Africa",2021-09-21,477387,2.43,34,3,0.153
"21682","Malawi","Africa",2021-09-22,480238,2.44,17,1,0.051
"21683","Malawi","Africa",2021-09-23,483685,2.46,20,1,0.051
"21684","Malawi","Africa",2021-09-24,486133,2.47,22,3,0.153
"21685","Malawi","Africa",2021-09-25,488444,2.49,22,3,0.153
"21686","Malawi","Africa",2021-09-26,489199,2.49,12,1,0.051
"21687","Malawi","Africa",2021-09-27,489593,2.49,8,2,0.102
"21688","Malawi","Africa",2021-09-29,496366,2.53,24,2,0.102
"21689","Malawi","Africa",2021-10-01,498701,2.54,17,0,0
"21690","Malawi","Africa",2021-10-02,499390,2.54,12,1,0.051
"21691","Malawi","Africa",2021-10-03,499844,2.54,3,1,0.051
"21692","Malawi","Africa",2021-10-04,499918,2.54,7,0,0
"21693","Malawi","Africa",2021-10-05,501296,2.55,10,2,0.102
"21694","Malawi","Africa",2021-10-06,502755,2.56,10,1,0.051
"21695","Malawi","Africa",2021-10-07,503916,2.56,9,0,0
"21696","Malawi","Africa",2021-10-08,505939,2.58,15,0,0
"21697","Malawi","Africa",2021-10-09,507463,2.58,9,1,0.051
"21698","Malawi","Africa",2021-10-10,508367,2.59,4,2,0.102
"21699","Malawi","Africa",2021-10-11,510239,2.6,3,0,0
"21700","Malawi","Africa",2021-10-12,512022,2.61,15,2,0.102
"21701","Malawi","Africa",2021-10-14,515519,2.62,3,0,0
"21702","Malawi","Africa",2021-10-15,517398,2.63,7,0,0
"21703","Malawi","Africa",2021-10-16,518477,2.64,3,0,0
"21704","Malawi","Africa",2021-10-17,518717,2.64,4,0,0
"21705","Malawi","Africa",2021-10-19,521378,2.65,6,1,0.051
"21706","Malawi","Africa",2021-10-20,524096,2.67,6,1,0.051
"21707","Malawi","Africa",2021-10-22,531434,2.7,2,0,0
"21708","Malawi","Africa",2021-10-23,533726,2.72,10,0,0
"21709","Malawi","Africa",2021-10-24,536108,2.73,0,0,0
"21710","Malawi","Africa",2021-10-25,540186,2.75,8,0,0
"21711","Malawi","Africa",2021-10-26,543237,2.76,1,0,0
"21712","Malawi","Africa",2021-10-27,545528,2.78,8,1,0.051
"21713","Malawi","Africa",2021-10-28,547803,2.79,8,1,0.051
"21714","Malawi","Africa",2021-10-29,552758,2.81,7,1,0.051
"21715","Malawi","Africa",2021-10-30,555220,2.83,5,1,0.051
"21716","Malawi","Africa",2021-10-31,556336,2.83,2,1,0.051
"21717","Malawi","Africa",2021-11-01,556696,2.83,4,1,0.051
"21718","Malawi","Africa",2021-11-03,559511,2.85,1,0,0
"21719","Malawi","Africa",2021-11-04,560444,2.85,0,0,0
"21720","Malawi","Africa",2021-11-05,561873,2.86,0,0,0
"21721","Malawi","Africa",2021-11-06,562578,2.86,12,0,0
"21722","Malawi","Africa",2021-11-07,562596,2.86,0,0,0
"21723","Malawi","Africa",2021-11-08,564245,2.87,3,0,0
"21724","Malawi","Africa",2021-11-09,567368,2.89,3,0,0
"21725","Malawi","Africa",2021-11-10,568909,2.9,11,0,0
"21726","Malawi","Africa",2021-11-11,570638,2.9,2,0,0
"21727","Malawi","Africa",2021-11-13,573356,2.92,2,0,0
"21728","Malawi","Africa",2021-11-14,574069,2.92,0,0,0
"21729","Malawi","Africa",2021-11-16,581126,2.96,1,0,0
"21730","Malawi","Africa",2021-11-17,582261,2.96,8,0,0
"21731","Malawi","Africa",2021-11-19,585050,2.98,3,0,0
"21732","Malawi","Africa",2021-11-20,586686,2.99,2,1,0.051
"21733","Malawi","Africa",2021-11-22,587303,2.99,2,0,0
"21734","Malawi","Africa",2021-11-23,594360,3.03,0,0,0
"21735","Malawi","Africa",2021-11-24,595701,3.03,2,0,0
"21736","Malawi","Africa",2021-11-25,597572,3.04,5,0,0
"21737","Malawi","Africa",2021-11-26,598539,3.05,14,0,0
"21738","Malawi","Africa",2021-11-28,599857,3.05,8,1,0.051
"21739","Malawi","Africa",2021-11-29,599981,3.05,4,0,0
"21740","Malawi","Africa",2021-11-30,601650,3.06,15,1,0.051
"21741","Malawi","Africa",2021-12-01,605045,3.08,10,0,0
"21742","Malawi","Africa",2021-12-02,608389,3.1,10,1,0.051
"21743","Malawi","Africa",2021-12-04,616905,3.14,17,0,0
"21744","Malawi","Africa",2021-12-05,617998,3.15,15,0,0
"21745","Malawi","Africa",2021-12-06,618597,3.15,16,0,0
"21746","Malawi","Africa",2021-12-07,620710,3.16,18,0,0
"21747","Malawi","Africa",2021-12-08,622676,3.17,38,0,0
"21748","Malawi","Africa",2021-12-09,624598,3.18,35,0,0
"21749","Malawi","Africa",2021-12-10,627844,3.2,59,0,0
"21750","Malawi","Africa",2021-12-11,630750,3.21,83,0,0
"21751","Malawi","Africa",2021-12-12,633344,3.22,35,1,0.051
"21752","Malawi","Africa",2021-12-13,634909,3.23,115,0,0
"21753","Malawi","Africa",2021-12-14,638108,3.25,235,2,0.102
"21754","Malawi","Africa",2021-12-15,640796,3.26,318,0,0
"21755","Malawi","Africa",2021-12-16,643709,3.28,475,1,0.051
"21756","Malawi","Africa",2021-12-17,649824,3.31,536,0,0
"21757","Malawi","Africa",2021-12-18,651693,3.32,468,0,0
"21758","Malawi","Africa",2021-12-19,654927,3.33,329,0,0
"21759","Malawi","Africa",2021-12-20,656393,3.34,482,2,0.102
"21760","Malawi","Africa",2021-12-21,658650,3.35,943,0,0
"21761","Malawi","Africa",2021-12-22,660596,3.36,1112,4,0.204
"21762","Malawi","Africa",2021-12-23,666188,3.39,1192,2,0.102
"21763","Malawi","Africa",2021-12-24,669895,3.41,1265,3,0.153
"21764","Malawi","Africa",2021-12-25,671609,3.42,947,6,0.305
"21765","Malawi","Africa",2021-12-26,672819,3.42,325,4,0.204
